"Artikel-Nr.","Bezeichnung","EAN-Nr.","Lagerbestand","ME","MwSt.-satz"
10761,"Scholl Echt Hirschtalg 100ml","4006671181341",105.00,"Stck.",19.00
10764,"Keralock Color Brillant Reflex 734 Kupfergold","4059186100208",85.00,"Stck.",19.00
10765,"Keralock Color Brillant Reflex 803 Mittelblond","4059186100239",121.00,"Stck.",19.00
10766,"Keralock Color Haarfarb Entfernertücher 6er","4041932290219",34.00,"Stck.",19.00
10767,"Scholl Schrunden Salbe 25ml","5038483253946",72.00,"Stck.",19.00
10768,"Scholl Expert Fuß&Nagelcreme 75ml","4002448134107",45.00,"Stck.",19.00
10770,"Scholl Fußpilz Schutz Creme 30ml","5038483972274",0.00,"Stck.",19.00
10772,"Keralock Dauerwelle Intensiv","4059186100284",24.00,"Stck.",19.00
10773,"Keralock Dauerwelle Kräuterschaum","4059186100291",39.00,"Stck.",19.00
10774,"Scholl Expert Fußmaske in Socken 0% Parfüm","4002448134350",39.00,"Stck.",19.00
10775,"Keralock Dauerwelle Sensitiv","4059186100277",0.00,"Stck.",19.00
10777,"Scholl Expert Fußmaske in Socken 1 Paar","4002448129219",32.00,"Stck.",19.00
10782,"Keralock Haarspray Color Radical Red 150ml","4041932019315",24.00,"Stck.",19.00
10786,"Keralock Color Brillant Creme 70 Mittelblond","4059186100086",26.00,"Stck.",19.00
10790,"Keralock Trockenshampoo Blond 200ml","4041932018219",14.00,"Stck.",19.00
10791,"Keralock Trockenshampoo Dunkelbraun 200ml","4041932018615",5.00,"Stck.",19.00
10793,"Keralock Trockenshampoo Mittelbraun 200ml","4041932018516",22.00,"Stck.",19.00
10796,"Syoss Ansatz Retoucher  Braun 120ml","4015100192889",6.00,"Stck.",19.00
10797,"Syoss Ansatz Retoucher  Dunkelblond 120ml","4015100192926",5.00,"Stck.",19.00
10798,"Syoss Ansatz Retoucher  Dunkelbraun 120ml","4015100192919",8.00,"Stck.",19.00
10799,"Syoss Ansatz Retoucher  Schwarz 120ml","4015100192902",6.00,"Stck.",19.00
10802,"Welladeluxe Schaum Fülle Pur 200ml","3614226250681",5.00,"Stck.",19.00
10803,"Welladeluxe Schaum Lebendiger Halt 200ml","3614226128027",4.00,"Stck.",19.00
10804,"Welladeluxe Schaum Perfekte Fixierung 200ml","3614226250698",4.00,"Stck.",19.00
10805,"Welladeluxe Schaum TraumWellen&Locken 200ml","3614226250773",6.00,"Stck.",19.00
10806,"Welladeluxe Schaum Wunder Volumen ex.st.75ml","3614226128003",26.00,"Stck.",19.00
10807,"Welladeluxe Schaum Wunder Volumen ex.st.200ml","3614226128010",23.00,"Stck.",19.00
10808,"Welladeluxe Schaum Wunder Volumen&Schutz ultra 200","3614226250759",11.00,"Stck.",19.00
10809,"Welladeluxe Spray Color Gloss 250ml","3614226250704",12.00,"Stck.",19.00
10810,"Welladeluxe Spray Fülle Pur 75ml","3614226250742",9.00,"Stck.",19.00
10811,"Welladeluxe Spray Fülle Pur 250ml","3614226127969",13.00,"Stck.",19.00
10812,"Welladeluxe Spray Hydro Protect&Style 250ml","3614226250766",18.00,"Stck.",19.00
10813,"Welladeluxe Spray Lebendiger Halt 250ml","3614226128249",14.00,"Stck.",19.00
10814,"Welladeluxe Spray Luxuriöser Glanz 250ml","3614226127976",13.00,"Stck.",19.00
10815,"Welladeluxe Spray Perfekte Fixierung 250ml","3614226128058",3.00,"Stck.",19.00
10816,"Welladeluxe Spray Sensitiv 250ml","3614226128034",26.00,"Stck.",19.00
10817,"Welladeluxe Spray Wunder Volumen Express ex.st.250","3614226127983",4.00,"Stck.",19.00
10818,"Welladeluxe Spray Wunder Volumen extra stark 250ml","3614226128065",6.00,"Stck.",19.00
10819,"Welladeluxe Spray Wunder Volumen stark 250ml","3614226250735",10.00,"Stck.",19.00
10820,"Welladeluxe Spray Wunder Volumen&Schutz ultra 250","3614226128041",10.00,"Stck.",19.00
10842,"SK Brillance 867 mahagoni braun","4015100200010",5.00,"Stck.",19.00
10877,"SK Brillance L12 Ultra Platinum","4015100200454",4.00,"Stck.",19.00
10882,"Wellaflex Schaum Hydro Style extra stark 200ml","3614225573736",19.00,"Stck.",19.00
10892,"Wellaflex Spray Hydro Style extra stark 250ml","3614225573729",27.00,"Stck.",19.00
10901,"SK Diadem 732 schokobraun","4015100194241",6.00,"Stck.",19.00
10904,"SK Diadem 730 rotbuche","4015100194173",4.00,"Stck.",19.00
10905,"SK Diadem 721 herbstgold","4015100194159",6.00,"Stck.",19.00
10910,"SK Brillance 924 schokobraun","4015100200546",3.00,"Stck.",19.00
10911,"SK Diadem 724 dunkelbraun","4015100194388",5.00,"Stck.",19.00
10913,"SK Diadem 722 dunkelblond","4015100194142",7.00,"Stck.",19.00
10914,"Taft Wax Glanz 75ml","4015100204254",22.00,"Stck.",19.00
10915,"SK Diadem 792 ex.helles platinblond","4015100194081",6.00,"Stck.",19.00
10916,"SK Diadem 706 helles aschblond","4015100194371",3.00,"Stck.",19.00
10917,"SK Brillance 925 Kaffee Braun","4015100218268",4.00,"Stck.",19.00
10918,"Crisan Shampoo Arginin/Anti Haarausfall 250ml","5000468001880",17.00,"Stck.",19.00
10919,"SK Diadem 720 kastanie","4015100194319",4.00,"Stck.",19.00
10920,"SK Diadem S01 perlsilber","4015100214338",33.00,"Stck.",19.00
10922,"Wellaflex Spray Volumen stark 250ml","3614225573798",27.00,"Stck.",19.00
10923,"SK Diadem 712 mittelaschblond","4015100194203",12.00,"Stck.",19.00
10924,"SK Diadem S02 intensives silber","4015100214321",1.00,"Stck.",19.00
10927,"Fantasia Haarfärbepinsel","4014491010406",2.00,"Stck.",19.00
10928,"SK Diadem 723 naturblond","4015100194128",3.00,"Stck.",19.00
10931,"SK Diadem 718 haselnuß","4015100194272",32.00,"Stck.",19.00
10934,"SK Diadem 716 mittelbraun","4015100193916",7.00,"Stck.",19.00
10935,"SK Diadem 715 mittelblond","4015100194395",2.00,"Stck.",19.00
10939,"SK Diadem 711 hellblond","4015100194074",10.00,"Stck.",19.00
10940,"SK Pure Color  1.0  Schwarzes Ebenholz","4015100203370",7.00,"Stck.",19.00
10941,"SK Pure Color  4.0  Zartbitter","4015100203424",8.00,"Stck.",19.00
10942,"SK Pure Color  5.5  Goldene Schokolade","4015100203394",4.00,"Stck.",19.00
10943,"SK Pure Color  5.57 Ahornsirup","4015100203455",12.00,"Stck.",19.00
10946,"SK Pure Color  5.6  Schokosucht","4015100203431",7.00,"Stck.",19.00
10947,"SK Diadem 704 saharablond","4015100194043",4.00,"Stck.",19.00
10948,"SK Diadem 703 perlmuttblond","4015100194050",4.00,"Stck.",19.00
10950,"Botanicals Kur Argan&Saflorblüte 200ml","3600523726653",6.00,"Stck.",19.00
10951,"Botanicals Kur Ingwer&Koriander 200ml","3600523726660",9.00,"Stck.",19.00
10952,"SK Brillance 890 schwarz","4015100200263",24.00,"Stck.",19.00
10953,"SK Diadem N20 honigblond","4015100193923",24.00,"Stck.",19.00
10954,"SK Brillance 880 dunkelbraun","4015100200270",32.00,"Stck.",19.00
10955,"SK Diadem 749 schwarze kirsche","4015100202472",5.00,"Stck.",19.00
10956,"Botanicals Serum Argan&Saflorblüte 125ml","3600523699773",6.00,"Stck.",19.00
10957,"Botanicals Serum Ingwer&Koriander 125ml","3600523714278",5.00,"Stck.",19.00
10958,"Botanicals Shampoo Argan&Saflorblüte 400ml","3600523726691",4.00,"Stck.",19.00
10959,"Botanicals Shampoo Ingwer&koriander 300ml","3600523769438",8.00,"Stck.",19.00
10960,"Botanicals Shampoo Lavendel 400ml","3600523726714",2.00,"Stck.",19.00
10961,"SK Brillance 872 intensivrot","4015100200393",8.00,"Stck.",19.00
10962,"SK Brillance 876 edelmahagoni","4015100180091",4.00,"Stck.",19.00
10963,"Botanicals Shampoo Rose&Geranie 400ml","3600523726684",3.00,"Stck.",19.00
10964,"Botanicals Spülung Argan&Saflorblüte 200ml","3600523726561",8.00,"Stck.",19.00
10965,"Botanicals Spülung Ingwer&Koriander 200ml","3600523726592",2.00,"Stck.",19.00
10966,"Botanicals Spülung Lavendel 200ml","3600523726615",5.00,"Stck.",19.00
10967,"SK Brillance 923 burgunderrot","4015100200737",3.00,"Stck.",19.00
10969,"Botanicals Spülung Rose&Geranie 200ml","3600523726530",8.00,"Stck.",19.00
10970,"SK Pure Color  6.0  Cappuccino Hellbraun","4015100203448",3.00,"Stck.",19.00
10971,"SK Pure Color  7.57 Karamellkrokant","4015100203417",5.00,"Stck.",19.00
10972,"SK Brillance 864 rehbraun","4015100200324",8.00,"Stck.",19.00
10973,"SK Pure Color  7.6  Nougatcreme","4015100206777",13.00,"Stck.",19.00
10974,"SK Brillance 862 naturbraun","4015100200423",29.00,"Stck.",19.00
10975,"SK Pure Color  7.7  Roter Ingwer","4015100203479",7.00,"Stck.",19.00
10976,"Taft Spray Pumpe extra stark 150ml","4015000980517",72.00,"Stck.",19.00
10977,"SK Pure Color  8.4  Vanilletraum","4015100203509",12.00,"Stck.",19.00
10978,"SK Pure Color  9.55 Goldener Honig","4015100203516",7.00,"Stck.",19.00
10979,"SK Pure Color 10.0  Blonder Engel","4015100203400",5.00,"Stck.",19.00
10980,"Crisan Shampoo Schuppen fett 250ml","5000468000012",39.00,"Stck.",19.00
10981,"Botanicals Spülung Arnika 150ml","3600523766703",10.00,"Stck.",19.00
10983,"Crisan Shampoo Schuppen normal 250ml","5000468000005",18.00,"Stck.",19.00
10985,"Wellaflex Spray extra stark 250ml","3614225573514",26.00,"Stck.",19.00
10988,"Wellaflex Spray Volumen extra stark 250ml","3614225573576",32.00,"Stck.",19.00
10990,"Wellaflex Spray Men mega 250ml","8699568543085",222.00,"Stck.",19.00
10991,"SK Brillance 891 blauschwarz","4015100200461",37.00,"Stck.",19.00
10993,"Botanicals Maske Arnika 40ml","3600523762026",6.00,"Stck.",19.00
10994,"Botanicals Shampoo Arnika 300ml","3600523766673",9.00,"Stck.",19.00
10996,"SK Brillance 703 dunkler amethyst","4015100199987",3.00,"Stck.",19.00
10997,"SK Brillance 705 dunkler rubin","4015100200287",3.00,"Stck.",19.00
10998,"Wellaflex Spray Farbbrillanz stark 250ml","3614225573705",21.00,"Stck.",19.00
10999,"Botanicals Spülung Lavendel 150ml","3600523766734",12.00,"Stck.",19.00
11001,"Elnett Spray Farbfrische Color 300ml","4037900006135",14.00,"Stck.",19.00
11002,"Elnett Spray Duftneutral extra stark 300ml","3600520520421",2.00,"Stck.",19.00
11003,"Wellaflex Schaum extra stark 200ml","3614225573545",14.00,"Stck.",19.00
11005,"Wellaflex Gel Power mega 150ml","8699568542576",32.00,"Stck.",19.00
11007,"Wellaflex Schaum Power Form&Finish ultra 200ml","3614225573866",32.00,"Stck.",19.00
11008,"Wellaflex Schaum Inst.Volume Boost stark 200ml","3614225573569",15.00,"Stck.",19.00
11009,"Elnett Creme de Mousse sanfte Wellen 200ml","3600523379767",9.00,"Stck.",19.00
11011,"Wellaflex Spray Parfümfrei stark 250ml","3614225573675",21.00,"Stck.",19.00
11012,"Wellaflex Spray Inst.Volume Boost ex.stark 250ml","3614225573552",19.00,"Stck.",19.00
11013,"Wellaflex Schaum Volumen extra stark 200ml","3614225573590",18.00,"Stck.",19.00
11015,"Wellaflex Schaum Style&Hitzeschutz ultra 200ml","3614225573699",19.00,"Stck.",19.00
11016,"Wellaflex Spray Hitzestyle&Halt ultra 250ml","3614225573682",7.00,"Stck.",19.00
11017,"Wellaflex Spray Power Lack ex.st.250ml","8699568542453",7.00,"Stck.",19.00
11019,"Wellaflex Spray Power Lack ultra 250ml","8699568542484",16.00,"Stck.",19.00
11020,"Wellaflex Spray Style&Repair stark 250ml","3614225573743",0.00,"Stck.",19.00
11023,"Elnett Spray Extra Pflege Argan Öl 300ml","3600522909903",0.00,"Stck.",19.00
11025,"Wellaflex Schaum Farbbrillanz stark 200ml","3614225573712",8.00,"Stck.",19.00
11026,"Wellaflex Schaum Frizz Control ex.stark 200ml","3614225573828",32.00,"Stck.",19.00
11029,"Wellaflex Schaum Volume&Repair ultra 200ml","3614225573897",10.00,"Stck.",19.00
11030,"Elnett Hitze Styl.Spray Glatt 170ml","3600522280774",0.00,"Stck.",19.00
11031,"BW H.Drahtbürste+Noppen lang","",13.00,"Stck.",19.00
11032,"BW H.Drahtbürste+Noppen oval klein","",14.00,"Stck.",19.00
11034,"Elnett Creme de Mousse Locken 200ml","3600522506812",36.00,"Stck.",19.00
11036,"Elnett Spray Leuchtkraft 300ml","3600522229834",17.00,"Stck.",19.00
11037,"Elnett Creme de Mousse Volumen 200ml","3600522506805",6.00,"Stck.",19.00
11038,"SK Blonde Aufheller Platin Eisblond","4015100204605",4.00,"Stck.",19.00
11039,"SK Blonde Aufheller Platin Silberblond","4015100204599",5.00,"Stck.",19.00
11040,"Wellaflex Spray Frizz Control extra stark 250ml","3614225573811",23.00,"Stck.",19.00
11043,"Fan Effektspülung Silberweiß 100ml","4026928151040",3.751.00,"Stck.",19.00
11045,"Fan Frisiercreme 100ml","4250047550044",3.057.00,"Stck.",19.00
11048,"Fan Spülung blau 150ml","4026928151446",330.00,"Stck.",19.00
11049,"Wellaflex Spray Power mega 250ml","8699568542514",20.00,"Stck.",19.00
11050,"SK Brillance 842 kaschmir rot","4015100200225",3.00,"Stck.",19.00
11052,"Wellaflex Spray Volume&Repair ultra 250ml","3614225573880",22.00,"Stck.",19.00
11054,"Elnett Spray Absolut ultra seidig 300ml","3600521793817",0.00,"Stck.",19.00
11055,"Wellaflex Schaum Power Anti Aging ultra 200ml","3614225573781",16.00,"Stck.",19.00
11057,"Elnett Spray sanfte Wellen 300ml","3600523380077",0.00,"Stck.",19.00
11058,"Sulfrin Shampoo intensiv 250ml","4049700635026",34.00,"Stck.",19.00
11059,"SK Brillance 811 skandinavischblond","4015100200027",9.00,"Stck.",19.00
11061,"JF FE Erste Hilfe Glätt.SH 50ml","5017634128098",488.00,"Stck.",19.00
11062,"JF FE Erste Hilfe Locken SH 50ml","5017634128111",730.00,"Stck.",19.00
11063,"JF SB Hydra SH 50ml","5037156125115",573.00,"Stck.",19.00
11064,"SK Brillance 921 kupferrot","4015100200744",4.00,"Stck.",19.00
11065,"SK Brillance 860 ultraviolett","4015100200256",32.00,"Stck.",19.00
11066,"JF SB Volumen SH 50ml","5037156125108",255.00,"Stck.",19.00
11067,"SK Brillance 922 kastanienrot","4015100200751",0.00,"Stck.",19.00
11068,"SK Blonde Aufhellspray S1 125ml","4015100204636",4.00,"Stck.",19.00
11069,"Elnett Spray Farbglanz Camelina Öl 300ml","3600522909910",3.00,"Stck.",19.00
11073,"SK Blonde Extreme Aufheller Plus","4015100204544",4.00,"Stck.",19.00
11074,"Wellaflex Gel Men ultra 150ml","8699568542804",-3.00,"Stck.",19.00
11075,"SK Blonde Strähnchen Super","4015100204575",7.00,"Stck.",19.00
11076,"Elnett Spray Extra Stark 300ml","4037900006159",0.00,"Stck.",19.00
11079,"Wellaflex Spray Power Anti Aging ultra 250ml","3614225573774",32.00,"Stck.",19.00
11083,"Elnett Spray Trocken/Strapaziert 300ml","4037900006098",14.00,"Stck.",19.00
11084,"SK Blonde Extrem Aufheller","4015100204551",34.00,"Stck.",19.00
11086,"Elnett Spray Volumen dauerhaft 300ml","3600521565520",21.00,"Stck.",19.00
11087,"Elnett Spray Normal 300ml","4037900006081",24.00,"Stck.",19.00
11088,"SK Brillance 859 violette","4015100200195",4.00,"Stck.",19.00
11089,"SK Brillance 874 samt braun","4015100200485",29.00,"Stck.",19.00
11090,"SK Brillance 887 mahagoni satin","4015100200478",3.00,"Stck.",19.00
11091,"Wellaflex Schaum Volumen stark 200ml","3614225573804",23.00,"Stck.",19.00
11094,"Final Net NF stark neutral 125ml","0827755841258",16.00,"Stck.",19.00
11095,"Elnett Spray Glatte Perfektion 300ml","3600522353218",0.00,"Stck.",19.00
11098,"Wellaflex Gel Power Form&Finish ultra 150ml","3614226406361",76.00,"Stck.",19.00
11099,"Wellaflex 2-Tages Volumen Föhn Spray 150ml","3614226406354",1.00,"Stck.",19.00
11107,"Gliss Haarspray Volumen 250ml","4015000535748",8.00,"Stck.",19.00
11110,"Gliss Haarspray Repair 250ml","4015000535724",4.00,"Stck.",19.00
11115,"Gliss Shampoo Bio-Tech Restore 250ml","4015100297669",15.00,"Stck.",19.00
11116,"Gliss Shampoo Spürbare Fülle 250ml","4015100203660",30.00,"Stck.",19.00
11117,"Gliss Spülung Bio-Tech Restore 200ml","4015100297645",15.00,"Stck.",19.00
11121,"Gliss Express Spülung Bio-Tech Restore 200ml","4015100298727",12.00,"Stck.",19.00
11123,"Gliss Kur Ultimate Repair Day&Night 150ml","4015100199239",12.00,"Stck.",19.00
11125,"Gliss Kur 2in1 Haarbutter Bio-Tech Restore 300ml","4015100297706",9.00,"Stck.",19.00
11129,"Gliss Kur HairSPA Bio-Tech Restore 50ml","4015100297768",0.00,"Stck.",19.00
11130,"Gliss Sofort Int.Kur Fiber Therapy 20ml","4015100194951",27.00,"Stck.",19.00
11134,"Gliss Kur HairSPA Ultimate Repair 50ml","4015100297782",0.00,"Stck.",19.00
11135,"Gliss Express Spülung Fiber Therapy 200ml","4015100201994",6.00,"Stck.",19.00
11136,"Elvital Shampoo Multivitamin 300ml","3600523291434",28.00,"Stck.",19.00
11137,"Gliss Kur Serum Spray Verf.Lang 100ml","4015100204193",6.00,"Stck.",19.00
11139,"Gliss Sofort Int.Kur Total Repair 20ml","4015000535434",20.00,"Stck.",19.00
11140,"Gliss Kur HairSPA Verführerisch Lang 50ml","4015100298406",21.00,"Stck.",19.00
11144,"Gliss Kur Maske Verführerisch Lang 300ml","4015100214505",6.00,"Stck.",19.00
11148,"Gliss Kur Booster Repair 15ml","4015100216080",3.00,"Stck.",19.00
11149,"Gliss Express Spülung Ultimate Oil Elixir 200ml","4015100201987",12.00,"Stck.",19.00
11157,"Gliss Express Spülung Prachtv.Kräftigung 200ml","4015100201949",8.00,"Stck.",19.00
11160,"Gliss Spülung Oil Nutritive 200ml","4015100201901",14.00,"Stck.",19.00
11161,"Gliss Shampoo Ultimate Oil Elixir 250ml","4015100203554",12.00,"Stck.",19.00
11182,"Gliss Shampoo Prachtv.Kräftigung 250ml","4015100203530",13.00,"Stck.",19.00
11186,"Gliss Spülung Prachtv.Kräftigung 200ml","4015100201918",14.00,"Stck.",19.00
11189,"Gliss Express Spülung Color Schutz&Glanz 200ml","4015100202809",5.00,"Stck.",19.00
11195,"Gliss Serum Rapair in Oil Fiber Therapy 100ml","4015100195644",5.00,"Stck.",19.00
11200,"Syoss Color  5-00 Natürliches Braun","4015100324587",18.00,"Stck.",19.00
11201,"SK Men Perfect Natur 40 dunkelblond","4015000529136",4.00,"Stck.",19.00
11202,"Syoss Color  4-15 metallisches Chrom","4015100324846",16.00,"Stck.",19.00
11203,"SK Men Perfect Natur 70 dunkelbraun","4015000529167",4.00,"Stck.",19.00
11204,"Syoss Color  4-82 Mauve Braun","4015100324501",15.00,"Stck.",19.00
11206,"SK Men Perfect Natur 50 hellbraun","4015000529143",5.00,"Stck.",19.00
11207,"Elnett Spray Reise Extra Stark 75ml","3600521361511",8.00,"Stck.",19.00
11208,"Syoss Color 10-15 glänzendes Titan","4015100325041",16.00,"Stck.",19.00
11209,"SK Men Perfect Natur 60 mittelbraun","4015000529150",4.00,"Stck.",19.00
11210,"SK Men Perfect Natur 90 schwarz","4015000529181",2.00,"Stck.",19.00
11211,"Elnett Spray Reise Normal 75ml","3600521363331",17.00,"Stck.",19.00
11217,"SK Men Perfect Natur 80 schwarzbraun","4015000529174",5.00,"Stck.",19.00
11219,"Elnett Spray Reise Volumen 75ml","3600521624869",37.00,"Stck.",19.00
11221,"Gliss Direct Repair Kur Total Repair 150ml","7610079004330",11.00,"Stck.",19.00
11229,"Syoss Color Blond P2 Pastell Spray Blau","4015100207033",7.00,"Stck.",19.00
11230,"Syoss Color  3-44 Nachtschwarz","4015100324884",15.00,"Stck.",19.00
11233,"Syoss Color  3-86 Onyx Braun","4015100324860",15.00,"Stck.",19.00
11236,"Gliss Express Spülung Oil Nutritive 200ml","4015100201895",11.00,"Stck.",19.00
11237,"Gliss Reflex GlanzKur Total Repair 150ml","4015000887595",19.00,"Stck.",19.00
11238,"Syoss Colorist Tools Add-in Serum 3.8ml","4015100202687",11.00,"Stck.",19.00
11239,"Gliss Shampoo Oil Nutritive 250ml","4015100203653",15.00,"Stck.",19.00
11240,"Syoss Color  4-23 Marsala Rot","4015100324525",18.00,"Stck.",19.00
11242,"Gliss Sofort Int.Kur Oil Nutritive 20ml","4015000535403",24.00,"Stck.",19.00
11244,"Gliss Sofort Int.Kur Liquid Silk Gloss 20ml","4015000535458",20.00,"Stck.",19.00
11249,"Syoss Colorist Tools Farbflecken Reinigungsfluid","4015100202854",7.00,"Stck.",19.00
11250,"Gliss Tägliches Öl Elexier 75ml","4015100203295",9.00,"Stck.",19.00
11254,"Syoss Color Aufheller 13-0 ultra","4015100324044",15.00,"Stck.",19.00
11256,"Syoss Colorist Tools Farb Harmonisierer Spray 100","4015100202878",9.00,"Stck.",19.00
11258,"Syoss Color  3-8 Sweet Brunette","4015100324365",18.00,"Stck.",19.00
11269,"Nivea Haar Shampoo 2in1 250ml","4005900708908",25.00,"Stck.",19.00
11272,"Syoss Color  1-1 Schwarz","4015100324068",15.00,"Stck.",19.00
11273,"Syoss Color  1-4 Blauschwarz","4015100324020",15.00,"Stck.",19.00
11274,"Syoss Color  3-1 Dunkelbraun","4015100324389",12.00,"Stck.",19.00
11275,"Syoss Color  3-3 Dunkelviolett","4015100324426",17.00,"Stck.",19.00
11276,"Syoss Color  4-1 Mittelbraun","4015100323986",18.00,"Stck.",19.00
11277,"Syoss Color  4-2 Mahagoni","4015100324440",6.00,"Stck.",19.00
11280,"Syoss Color  4-8 Schokobraun","4015100324105",18.00,"Stck.",19.00
11281,"Syoss Color 10-55 Platinum Blond","4015100325003",18.00,"Stck.",19.00
11283,"Syoss Color 12-59 Kühles Platinblond","4015100324983",15.00,"Stck.",19.00
11284,"Syoss Color Blond P1 Pastell Spray Rose 125ml","4015100193862",2.00,"Stck.",19.00
11286,"Syoss Color  4-22 Leuchtendes Rot","4015100324549",15.00,"Stck.",19.00
11287,"Gliss Haarspitzenfluid Oil Nutritive 50ml","4015100196283",16.00,"Stck.",19.00
11288,"Syoss Color  5-29 Intensives Rot","4015100324907",18.00,"Stck.",19.00
11289,"Syoss Color  5-8 Haselnuss","4015100324402",18.00,"Stck.",19.00
11291,"Syoss Color  6-8 Dunkelblond","4015100324488",15.00,"Stck.",19.00
11292,"Syoss Color Blond H2 Strähnchen Set","4015100325065",3.00,"Stck.",19.00
11294,"Syoss Color  8-7 Honigblond","4015100324006",9.00,"Stck.",19.00
11298,"Syoss Color  9-5 Kühles Perlblond","4015100324600",12.00,"Stck.",19.00
11299,"Syoss Color Aufheller 13-5 Platin","4015100324945",15.00,"Stck.",19.00
11304,"Schauma Shampoo NM GrünerApfel&Brennnessel 400ml","4015100193206",18.00,"Stck.",19.00
11306,"Schauma Shampoo Seiden Kamm 400ml","4015100292015",10.00,"Stck.",19.00
11307,"Schauma Tägliche Pflege Beauty Öl 50ml","42156277",7.00,"Stck.",19.00
11308,"Schauma Shampoo NM Marok.Argan&Macadamia Öl 400ml","4015100193244",8.00,"Stck.",19.00
11314,"Schauma Spülung NM Marok.Argan&Macadamia Öl 250ml","4015100193190",0.00,"Stck.",19.00
11322,"Schauma Shampoo Mandelmilch 400ml","4015100214895",30.00,"Stck.",19.00
